source,source_type,year,make,model,vin,price,mileage,location,engine,axles,transmission_type,transmission_speed,wheelbase_inches,apu,truck_type,sleeper_size,overhaul_paperwork,listing_url,auction_date,first_seen_date,last_seen_date,is_duplicate,review_flag,is_relisted,status,created_at,updated_at
truckpaper.com,retail,2009,Kenworth,T680,6460SN8BG9BY8S8AY,10851.09,1307155,"Salt Lake City, UT",Cummins X15,4x2,Automatic,12,257,False,Box Truck,,True,https://www.truckpaper.com/listing/50190861,,2023-06-18,2023-11-03,False,False,False,withdrawn,2023-06-18 18:00:00,2023-11-03 00:00:00
truckpaper.com,retail,2015,Volvo,VNL760,9SSLRUPTW482FJ3ZD,63148.5,1047323,"Atlanta, GA",Volvo D13,6x4,Manual,18,225,False,Day Cab,,True,https://www.truckpaper.com/listing/19535364,,2025-09-11,2025-10-23,False,False,False,withdrawn,2025-09-11 22:00:00,2025-10-23 00:00:00
truckpaper.com,retail,2018,Peterbilt,579,HRZCX1LRPZ54T98ZF,94591.1,992250,"Memphis, TN",Cummins X15,6x4,Automatic,10,253,True,Sleeper,"72""",True,https://www.truckpaper.com/listing/46345142,,2024-06-09,2024-08-07,False,False,False,withdrawn,2024-06-09 09:00:00,2024-08-07 00:00:00
truckpaper.com,retail,2012,Mack,Anthem,LE6DCBNLJHRXLWENS,54065.93,909727,"Dallas, TX",MP8,6x4,Automatic,12,188,False,Flatbed,,True,https://www.truckpaper.com/listing/75809057,,2023-03-17,2023-04-07,False,False,False,withdrawn,2023-03-17 11:00:00,2023-04-07 00:00:00
equipmentfacts.com,auction,2016,Freightliner,Columbia,18GX5KWFYK14R2N6G,76458.54,830139,"Fort Worth, TX",Detroit Series 60,6x4,Automatic,12,280,False,Dump,,False,https://www.equipmentfacts.com/listing/26375272,2025-02-18,2025-01-31,2025-05-06,False,False,False,ended,2025-01-31 21:00:00,2025-05-06 00:00:00
ritchiebros.com,auction,2020,Peterbilt,579,PBY7XXBC228PA82RF,109054.62,633274,"Dallas, TX",Cummins X15,4x2,Automatic,10,250,False,Day Cab,,False,https://www.ritchiebros.com/listing/20396847,2025-09-26,2025-08-09,2025-11-11,False,False,False,withdrawn,2025-08-09 14:00:00,2025-11-11 00:00:00
commercialtrucktrader.com,retail,2011,Mack,Anthem,RJ8ZU29TNRWAHCBLU,5000.0,2149013,"Indianapolis, IN",MP8,6x2,Automatic,12,243,False,Sleeper,"48""",False,https://www.commercialtrucktrader.com/listing/45226919,,2023-11-19,2024-07-02,False,True,True,ended,2023-11-19 09:00:00,2024-07-02 00:00:00
ritchiebros.com,auction,2007,Freightliner,Coronado,V6JGDV0KR9KZPAB3P,5000.0,2310956,"Atlanta, GA",Detroit DD13,6x4,Manual,10,225,True,Sleeper,"60""",False,https://www.ritchiebros.com/listing/99473165,2026-06-11,2026-05-13,2026-06-11,True,True,False,active,2026-05-13 10:00:00,2026-06-11 00:00:00
commercialtrucktrader.com,retail,2017,Freightliner,Coronado,Z4J7GBVJKZWE2638U,100572.22,689569,"Atlanta, GA",Detroit DD13,6x4,Automatic,12,218,True,Sleeper,"48""",False,https://www.commercialtrucktrader.com/listing/33444353,,2025-09-13,2025-10-15,True,False,False,ended,2025-09-13 02:00:00,2025-10-15 00:00:00
ritchiebros.com,auction,2017,Volvo,VNL760,9Z0YCH2XWXL3PH0UK,87619.22,855019,"Kansas City, MO",Volvo D13,6x4,Manual,13,246,False,Sleeper,"72""",False,https://www.ritchiebros.com/listing/60583467,2026-02-19,2026-02-09,2026-02-19,False,False,False,withdrawn,2026-02-09 19:00:00,2026-02-19 00:00:00
truckpaper.com,retail,2020,International,ProStar,3CXHPFGBL8YM9MWK2,121082.06,729414,"Kansas City, MO",MaxxForce 13,6x4,Automatic,10,217,False,Sleeper,"86""",False,https://www.truckpaper.com/listing/67377855,,2023-08-03,2023-09-05,False,False,False,withdrawn,2023-08-03 11:00:00,2023-09-05 00:00:00
ritchiebros.com,auction,2019,Freightliner,Coronado,N34MWSS96N735YCR8,107631.56,612161,"Chicago, IL",Detroit DD13,6x4,Manual,18,240,False,Sleeper,"80""",False,https://www.ritchiebros.com/listing/59331701,2024-09-30,2024-04-03,2025-09-25,False,False,False,ended,2024-04-03 09:00:00,2025-09-25 00:00:00
commercialtrucktrader.com,retail,2011,International,ProStar,4C4NRKDE8NHHH1KEK,19420.72,1652927,"Memphis, TN",MaxxForce 13,6x4,Manual,18,200,True,Sleeper,"48""",False,https://www.commercialtrucktrader.com/listing/13492591,,2024-11-17,2024-12-28,False,True,False,withdrawn,2024-11-17 00:00:00,2024-12-28 00:00:00
truckpaper.com,retail,2001,Freightliner,Columbia,CS65MD52T4L36PSS7,5000.0,1892294,"Salt Lake City, UT",Detroit Series 60,6x4,Automatic,12,217,True,Sleeper,"86""",False,https://www.truckpaper.com/listing/25163430,,2025-05-01,2025-06-08,False,True,False,withdrawn,2025-05-01 20:00:00,2025-06-08 00:00:00
equipmentfacts.com,auction,2006,Volvo,VNL860,KY6F1HRTVB1P6J4AM,5000.0,2634937,"Dallas, TX",Volvo D13,6x2,Automatic,10,260,False,Sleeper,"48""",True,https://www.equipmentfacts.com/listing/12373594,2026-04-30,2026-04-23,2026-05-06,False,True,False,ended,2026-04-23 22:00:00,2026-05-06 00:00:00
truckpaper.com,retail,2025,Kenworth,T680,53VSK43WCP2PGPZVL,175194.01,93202,"Memphis, TN",Cummins X15,6x4,Automatic,10,237,True,Sleeper,"72""",False,https://www.truckpaper.com/listing/90384737,,2026-05-18,2026-05-30,True,False,False,ended,2026-05-18 11:00:00,2026-05-30 00:00:00
commercialtrucktrader.com,retail,2012,Freightliner,Columbia,30GSJA8UYA8V1BUS2,21129.68,1664555,"Indianapolis, IN",Detroit Series 60,6x4,Automatic,12,253,True,Sleeper,"86""",True,https://www.commercialtrucktrader.com/listing/40244682,,2024-07-31,2024-09-08,False,True,False,withdrawn,2024-07-31 03:00:00,2024-09-08 00:00:00
commercialtrucktrader.com,retail,2006,Freightliner,Columbia,53EJ1DVKCXZ995CZA,9884.63,1258752,"Kansas City, MO",Detroit Series 60,6x4,Automatic,12,233,True,Sleeper,"48""",True,https://www.commercialtrucktrader.com/listing/38135898,,2025-08-16,2026-06-11,False,False,False,active,2025-08-16 05:00:00,2026-06-11 00:00:00
truckpaper.com,retail,2005,Kenworth,W900,40D5JW7T088DZC0TJ,22467.75,834128,"Dallas, TX",Cummins X15,6x4,Automatic,12,230,False,Day Cab,,False,https://www.truckpaper.com/listing/58227173,,2023-12-30,2024-01-02,True,False,False,withdrawn,2023-12-30 15:00:00,2024-01-02 00:00:00
commercialtrucktrader.com,retail,2023,Freightliner,Coronado,SCA93J360XVUKJM36,135895.01,414426,"Fort Worth, TX",Detroit DD13,6x4,Automatic,10,229,False,Day Cab,,False,https://www.commercialtrucktrader.com/listing/70678797,,2023-11-26,2025-03-17,False,False,True,ended,2023-11-26 19:00:00,2025-03-17 00:00:00
ritchiebros.com,auction,2008,Kenworth,T680,C32VTE0NTK6PHGH93,15144.76,1460831,"Phoenix, AZ",Cummins X15,6x4,Manual,10,245,True,Sleeper,"72""",True,https://www.ritchiebros.com/listing/92440158,2023-11-20,2023-10-03,2024-01-23,False,False,True,ended,2023-10-03 16:00:00,2024-01-23 00:00:00
ritchiebros.com,auction,2022,Freightliner,Coronado,BRCN860BBFBHPWSVH,137481.18,367112,"Houston, TX",Detroit DD13,6x4,Automatic,12,186,False,Dump,,False,https://www.ritchiebros.com/listing/91154035,2023-06-01,2023-04-18,2023-06-03,False,False,False,withdrawn,2023-04-18 10:00:00,2023-06-03 00:00:00
ironplanet.com,auction,2014,Volvo,VNL860,HWNX9K9GDCGPEKE8D,69623.77,796664,"Phoenix, AZ",Volvo D13,4x2,Automatic,12,218,True,Sleeper,"86""",False,https://www.ironplanet.com/listing/12470909,2025-07-22,2025-02-24,2025-09-21,False,False,False,ended,2025-02-24 19:00:00,2025-09-21 00:00:00
ritchiebros.com,auction,2012,Freightliner,Cascadia,RX8C6E4VGC9G2UG86,25496.42,1840593,"Salt Lake City, UT",Cummins X15,6x4,Automatic,12,182,False,Sleeper,"48""",False,https://www.ritchiebros.com/listing/60607897,2025-09-25,2025-01-08,2026-06-11,False,True,False,active,2025-01-08 01:00:00,2026-06-11 00:00:00
truckpaper.com,retail,2022,Mack,Anthem,N4B072ZSJ4ZUJRRNV,134480.16,328030,"Phoenix, AZ",MP8,4x2,Automatic,12,210,False,Sleeper,"80""",False,https://www.truckpaper.com/listing/41125184,,2026-04-16,2026-06-11,False,False,False,active,2026-04-16 02:00:00,2026-06-11 00:00:00
truckpaper.com,retail,2013,Freightliner,Cascadia,FK2WF66DWJKC2H8FU,40498.97,1443617,"Fort Worth, TX",Cummins X15,6x4,Automatic,10,206,False,Sleeper,"72""",False,https://www.truckpaper.com/listing/28109313,,2024-04-24,2024-08-06,False,False,True,ended,2024-04-24 15:00:00,2024-08-06 00:00:00
equipmentfacts.com,auction,2015,Freightliner,Cascadia,ZU0GZMYU37D2SJP2J,87716.17,714808,"Kansas City, MO",Detroit DD15,4x2,Manual,18,261,False,Sleeper,"48""",False,https://www.equipmentfacts.com/listing/28226461,2026-04-24,2026-02-16,2026-04-29,False,False,True,ended,2026-02-16 19:00:00,2026-04-29 00:00:00
commercialtrucktrader.com,retail,2022,Volvo,VNL860,U6NVFPFM2BMNPVZPF,148462.33,337298,"Chicago, IL",Volvo D13,6x4,Automatic,12,222,True,Sleeper,"48""",False,https://www.commercialtrucktrader.com/listing/10774252,,2023-06-22,2024-01-01,False,False,False,ended,2023-06-22 14:00:00,2024-01-01 00:00:00
equipmentfacts.com,auction,2011,Peterbilt,567,9CPHYKL28G3ARE1C1,29871.27,1514825,"Memphis, TN",PACCAR MX13,6x4,Automatic,10,225,True,Sleeper,"72""",False,https://www.equipmentfacts.com/listing/31440710,2025-01-14,2023-08-07,2025-01-23,False,True,True,withdrawn,2023-08-07 03:00:00,2025-01-23 00:00:00
commercialtrucktrader.com,retail,2006,Kenworth,W900,CJFGNANSBB6YDBG1H,12465.87,1413160,"Houston, TX",Cummins X15,6x4,Manual,10,254,True,Sleeper,"48""",False,https://www.commercialtrucktrader.com/listing/13474562,,2026-03-18,2026-04-08,False,False,False,ended,2026-03-18 09:00:00,2026-04-08 00:00:00
equipmentfacts.com,auction,2020,Freightliner,Cascadia,G80J3U629MXT2R4X3,133249.26,431181,"Kansas City, MO",Cummins X15,6x4,Manual,18,201,False,Sleeper,"48""",False,https://www.equipmentfacts.com/listing/43323788,2023-10-31,2023-10-27,2023-12-09,False,False,False,withdrawn,2023-10-27 17:00:00,2023-12-09 00:00:00
ritchiebros.com,auction,2016,Kenworth,W900,HECMPJB33RAZHRSFA,66181.3,1194196,"Dallas, TX",Cummins X15,6x4,Automatic,10,235,False,Sleeper,"72""",True,https://www.ritchiebros.com/listing/29570447,2025-09-14,2025-09-02,2025-09-18,False,False,False,ended,2025-09-02 19:00:00,2025-09-18 00:00:00
commercialtrucktrader.com,retail,2014,Freightliner,Cascadia,EMEAE4VNGHKENSXXZ,67272.88,1129510,"Chicago, IL",Detroit DD15,4x2,Automatic,12,214,False,Day Cab,,False,https://www.commercialtrucktrader.com/listing/71326667,,2025-03-21,2026-02-03,False,False,False,withdrawn,2025-03-21 07:00:00,2026-02-03 00:00:00
commercialtrucktrader.com,retail,2013,Freightliner,Coronado,HDJZY1PZTC2GVG4EJ,51812.01,1226423,"Indianapolis, IN",Detroit DD13,6x4,Automatic,10,213,False,Sleeper,"72""",True,https://www.commercialtrucktrader.com/listing/65164870,,2023-03-17,2023-12-21,False,False,False,withdrawn,2023-03-17 13:00:00,2023-12-21 00:00:00
ritchiebros.com,auction,2003,Kenworth,T880,37B8LEJZ2U3ZR7734,5000.0,2186910,"Phoenix, AZ",PACCAR MX13,6x4,Automatic,10,232,False,Sleeper,"60""",False,https://www.ritchiebros.com/listing/20573281,2023-06-11,2023-05-03,2023-06-11,False,True,False,withdrawn,2023-05-03 11:00:00,2023-06-11 00:00:00
truckpaper.com,retail,2014,Freightliner,Columbia,K4CG4MUTR24WXYWP3,57679.26,1245960,"Indianapolis, IN",Detroit Series 60,6x4,Automatic,10,237,False,Flatbed,,True,https://www.truckpaper.com/listing/68658382,,2024-10-05,2024-12-03,False,False,False,ended,2024-10-05 08:00:00,2024-12-03 00:00:00
commercialtrucktrader.com,retail,2016,Kenworth,T880,DTBS1EMNLXRVCAP8L,81747.0,1053115,"Salt Lake City, UT",PACCAR MX13,6x4,Automatic,12,249,False,Sleeper,"86""",False,https://www.commercialtrucktrader.com/listing/18925354,,2024-07-21,2024-09-11,False,False,True,ended,2024-07-21 09:00:00,2024-09-11 00:00:00
equipmentfacts.com,auction,2006,Freightliner,Columbia,6KFEGVLBH77TZD65L,19660.06,1131842,"Chicago, IL",Detroit Series 60,6x4,Automatic,12,234,False,Sleeper,"60""",False,https://www.equipmentfacts.com/listing/36066910,2025-01-09,2025-01-03,2025-01-13,False,False,False,withdrawn,2025-01-03 01:00:00,2025-01-13 00:00:00
truckpaper.com,retail,2024,Freightliner,Cascadia,ND9SP9NAVH7Z9950J,153919.26,213290,"Kansas City, MO",Cummins X15,6x4,Automatic,12,204,False,Sleeper,"72""",False,https://www.truckpaper.com/listing/35866110,,2026-01-19,2026-04-09,True,False,False,ended,2026-01-19 00:00:00,2026-04-09 00:00:00
commercialtrucktrader.com,retail,2015,Kenworth,T680,99560820YXR14Y471,76878.07,906883,"Kansas City, MO",Cummins X15,6x4,Manual,10,213,False,Day Cab,,True,https://www.commercialtrucktrader.com/listing/87765330,,2024-09-01,2025-12-20,False,False,True,withdrawn,2024-09-01 00:00:00,2025-12-20 00:00:00
commercialtrucktrader.com,retail,2013,Freightliner,Columbia,P6P2T4U49LKA9S0MY,70296.49,1096671,"Fort Worth, TX",Detroit Series 60,6x2,Automatic,12,233,True,Sleeper,"86""",True,https://www.commercialtrucktrader.com/listing/80754430,,2024-09-27,2025-05-09,False,False,False,withdrawn,2024-09-27 12:00:00,2025-05-09 00:00:00
commercialtrucktrader.com,retail,2016,Kenworth,T880,FL1Z97RYGSN7JWJ63,83833.14,1049570,"Kansas City, MO",PACCAR MX13,6x4,Automatic,10,233,True,Sleeper,"80""",False,https://www.commercialtrucktrader.com/listing/79649381,,2024-04-05,2024-11-14,False,False,True,ended,2024-04-05 00:00:00,2024-11-14 00:00:00
truckpaper.com,retail,2004,Volvo,VNL760,6U9AZWWCEDAYSZ5SH,5000.0,1809687,"Houston, TX",Volvo D13,6x4,Automatic,10,242,False,Sleeper,"80""",True,https://www.truckpaper.com/listing/47254818,,2025-06-27,2025-09-03,False,True,False,withdrawn,2025-06-27 10:00:00,2025-09-03 00:00:00
truckpaper.com,retail,2012,Peterbilt,567,5Y5DEUSEM8YJJ8K13,29747.11,1667983,"Indianapolis, IN",PACCAR MX13,6x4,Automatic,10,209,True,Sleeper,"48""",False,https://www.truckpaper.com/listing/67409581,,2024-03-02,2024-04-20,False,True,False,ended,2024-03-02 22:00:00,2024-04-20 00:00:00
equipmentfacts.com,auction,2010,Kenworth,T880,PSVSE9ZMC3U9ZR7GY,23645.64,1184310,"Kansas City, MO",PACCAR MX13,6x4,Manual,18,225,False,Box Truck,,True,https://www.equipmentfacts.com/listing/70472489,2024-04-12,2024-02-20,2024-04-26,False,False,False,ended,2024-02-20 13:00:00,2024-04-26 00:00:00
truckpaper.com,retail,2003,Kenworth,W900,Z37AK61LNNTAC3TCV,5000.0,2120291,"Salt Lake City, UT",Cummins X15,6x4,Automatic,10,246,True,Sleeper,"48""",False,https://www.truckpaper.com/listing/84183308,,2023-06-06,2023-12-12,False,True,False,withdrawn,2023-06-06 08:00:00,2023-12-12 00:00:00
commercialtrucktrader.com,retail,2025,Peterbilt,567,1M7D9J21CCXXN80Z8,172793.07,61410,"Phoenix, AZ",PACCAR MX13,6x4,Manual,13,221,True,Sleeper,"72""",False,https://www.commercialtrucktrader.com/listing/16709091,,2023-06-29,2023-09-07,False,False,False,ended,2023-06-29 10:00:00,2023-09-07 00:00:00
truckpaper.com,retail,2007,Freightliner,Columbia,0AWXG5CY27UFYNR5V,5000.0,1368222,"Atlanta, GA",Detroit Series 60,6x4,Manual,18,197,True,Flatbed,,False,https://www.truckpaper.com/listing/89689833,,2024-08-16,2024-11-15,False,False,False,ended,2024-08-16 15:00:00,2024-11-15 00:00:00
truckpaper.com,retail,2017,Kenworth,T680,1D3E4L3R361EZSSSF,92654.13,791954,"Indianapolis, IN",Cummins X15,6x4,Automatic,12,220,False,Day Cab,,False,https://www.truckpaper.com/listing/58967924,,2025-08-27,2026-01-29,False,False,False,ended,2025-08-27 08:00:00,2026-01-29 00:00:00
equipmentfacts.com,auction,2017,Kenworth,T680,KRJHKY4YWP5A5FBF9,62269.34,1199195,"Fort Worth, TX",PACCAR MX13,6x4,Automatic,12,245,False,Day Cab,,True,https://www.equipmentfacts.com/listing/82249073,2024-10-08,2024-09-23,2025-01-16,False,False,False,ended,2024-09-23 19:00:00,2025-01-16 00:00:00
truckpaper.com,retail,2014,Freightliner,Coronado,4YVWMRR3S0521U4FY,52713.89,1160722,"Phoenix, AZ",Detroit DD13,6x4,Automatic,12,226,True,Day Cab,,False,https://www.truckpaper.com/listing/88878601,,2023-10-15,2023-12-22,False,False,True,withdrawn,2023-10-15 16:00:00,2023-12-22 00:00:00
truckpaper.com,retail,2022,Freightliner,Cascadia,6R3P6E5PDD9S9KZFX,140994.88,287223,"Dallas, TX",Cummins X15,6x2,Automatic,10,258,False,Day Cab,,False,https://www.truckpaper.com/listing/73691731,,2023-11-11,2023-12-25,False,False,False,ended,2023-11-11 18:00:00,2023-12-25 00:00:00
commercialtrucktrader.com,retail,2014,Peterbilt,567,0CSGVZ26RM7HJ3HMW,51901.27,1339300,"Kansas City, MO",PACCAR MX13,6x4,Automatic,12,234,False,Sleeper,"60""",False,https://www.commercialtrucktrader.com/listing/46886674,,2023-03-19,2023-04-10,False,False,False,ended,2023-03-19 07:00:00,2023-04-10 00:00:00
truckpaper.com,retail,2008,Peterbilt,389,JYVBCH9ELC4M7CUKV,12368.35,1283325,"Indianapolis, IN",Cummins X15,6x4,Automatic,12,242,False,Flatbed,,False,https://www.truckpaper.com/listing/92882212,,2026-01-29,2026-03-07,False,False,False,withdrawn,2026-01-29 02:00:00,2026-03-07 00:00:00
commercialtrucktrader.com,retail,2020,Kenworth,W900,1NFRJLD0LRZNNM9Y5,126886.48,427828,"Houston, TX",Cummins X15,4x2,Automatic,10,255,True,Sleeper,"60""",False,https://www.commercialtrucktrader.com/listing/12260317,,2024-09-11,2026-02-08,False,False,False,withdrawn,2024-09-11 19:00:00,2026-02-08 00:00:00
truckpaper.com,retail,2020,Volvo,VNL860,UAHYZ0A8AUMAAA4WM,135290.24,466550,"Salt Lake City, UT",Volvo D13,6x4,Manual,13,246,False,Sleeper,"60""",False,https://www.truckpaper.com/listing/31992412,,2026-06-06,2026-06-11,False,False,False,active,2026-06-06 19:00:00,2026-06-11 00:00:00
ritchiebros.com,auction,2019,Freightliner,Coronado,JE376P94V9GB8V5R6,111291.03,475731,"Memphis, TN",Detroit DD13,6x4,Manual,18,234,False,Day Cab,,False,https://www.ritchiebros.com/listing/43192068,2025-05-07,2025-03-03,2025-08-26,False,False,True,ended,2025-03-03 23:00:00,2025-08-26 00:00:00
equipmentfacts.com,auction,2018,Peterbilt,567,LDPCUBNSHA7NGGXU4,91898.93,486720,"Atlanta, GA",PACCAR MX13,6x4,Automatic,10,217,False,Box Truck,,False,https://www.equipmentfacts.com/listing/27714052,2023-12-08,2023-12-02,2024-01-08,False,False,True,ended,2023-12-02 14:00:00,2024-01-08 00:00:00
truckpaper.com,retail,2008,Peterbilt,579,4HRSRUJJSG5Z7ADPP,22717.26,1299785,"Salt Lake City, UT",Cummins X15,6x4,Manual,18,185,False,Sleeper,"60""",False,https://www.truckpaper.com/listing/88821055,,2026-03-22,2026-06-11,False,False,False,active,2026-03-22 21:00:00,2026-06-11 00:00:00
truckpaper.com,retail,2020,Freightliner,Columbia,3SAF2V0Z5AVGX7AKA,118683.1,408823,"Houston, TX",Detroit Series 60,6x4,Manual,18,208,False,Day Cab,,False,https://www.truckpaper.com/listing/77059442,,2024-11-19,2025-01-02,False,False,False,ended,2024-11-19 23:00:00,2025-01-02 00:00:00
ironplanet.com,auction,2016,Freightliner,Columbia,Y5J2YE38C2RBYCWZU,89184.68,727412,"Memphis, TN",Detroit Series 60,6x4,Automatic,12,201,True,Sleeper,"60""",False,https://www.ironplanet.com/listing/86621097,2026-06-01,2026-05-23,2026-06-11,False,False,False,active,2026-05-23 21:00:00,2026-06-11 00:00:00
truckpaper.com,retail,2025,Volvo,VNL860,ZHTD7BADX95E13A8G,176879.42,50800,"Dallas, TX",Volvo D13,6x4,Automatic,12,213,True,Sleeper,"72""",False,https://www.truckpaper.com/listing/64256192,,2024-06-20,2024-09-16,False,False,False,ended,2024-06-20 00:00:00,2024-09-16 00:00:00
equipmentfacts.com,auction,2024,Mack,Anthem,RN02FW840JP4575ZE,150875.69,285247,"Kansas City, MO",MP8,6x4,Manual,10,220,True,Sleeper,"86""",False,https://www.equipmentfacts.com/listing/50180208,2025-02-23,2025-01-30,2025-03-25,False,False,False,withdrawn,2025-01-30 09:00:00,2025-03-25 00:00:00
truckpaper.com,retail,2017,Volvo,VNL860,CY0XJHUAPVDU4N9Z5,104612.65,520203,"Dallas, TX",Volvo D13,4x2,Automatic,10,206,False,Day Cab,,False,https://www.truckpaper.com/listing/36598022,,2024-12-30,2025-02-22,False,False,False,ended,2024-12-30 02:00:00,2025-02-22 00:00:00
truckpaper.com,retail,2015,Kenworth,T880,82P4U36C2MTGDHKUN,83211.8,675017,"Chicago, IL",PACCAR MX13,6x4,Manual,18,212,False,Sleeper,"48""",False,https://www.truckpaper.com/listing/60303035,,2023-09-29,2023-11-22,False,False,False,ended,2023-09-29 06:00:00,2023-11-22 00:00:00
commercialtrucktrader.com,retail,2005,Freightliner,Coronado,ED883MCWPHV8LNADM,5000.0,2317324,"Kansas City, MO",Detroit DD13,6x4,Automatic,10,222,False,Day Cab,,False,https://www.commercialtrucktrader.com/listing/57239821,,2024-05-23,2024-06-26,False,True,False,ended,2024-05-23 00:00:00,2024-06-26 00:00:00
truckpaper.com,retail,2015,Peterbilt,567,U0YAMGUYE9G3UWCCR,70366.98,1326310,"Houston, TX",PACCAR MX13,4x2,Manual,10,265,True,Sleeper,"80""",True,https://www.truckpaper.com/listing/37092500,,2024-05-01,2024-07-15,False,False,False,ended,2024-05-01 17:00:00,2024-07-15 00:00:00
truckpaper.com,retail,2016,Kenworth,T680,NGV67DGTHGL307VZR,98726.05,466075,"Memphis, TN",Cummins X15,6x4,Automatic,12,249,False,Sleeper,"86""",False,https://www.truckpaper.com/listing/47525963,,2024-05-27,2024-07-18,False,False,False,withdrawn,2024-05-27 15:00:00,2024-07-18 00:00:00
ritchiebros.com,auction,2019,Freightliner,Coronado,UYJX8AA7FAJK62P1L,92670.48,952072,"Kansas City, MO",Detroit DD13,6x4,Automatic,12,199,True,Sleeper,"72""",False,https://www.ritchiebros.com/listing/82890360,2024-03-20,2024-02-17,2024-04-04,False,False,False,ended,2024-02-17 17:00:00,2024-04-04 00:00:00
truckpaper.com,retail,2019,Freightliner,Columbia,41L7SDVYHPDXANDCP,115743.15,435971,"Fort Worth, TX",Detroit Series 60,6x4,Automatic,10,229,False,Flatbed,,False,https://www.truckpaper.com/listing/68532558,,2023-03-07,2023-06-11,False,False,False,withdrawn,2023-03-07 19:00:00,2023-06-11 00:00:00
truckpaper.com,retail,2017,Peterbilt,389,XUPLG8111N6J9T7CT,84666.85,1055922,"Salt Lake City, UT",Cummins X15,6x2,Automatic,10,250,False,Sleeper,"86""",False,https://www.truckpaper.com/listing/80944847,,2024-07-21,2024-09-06,True,False,False,ended,2024-07-21 02:00:00,2024-09-06 00:00:00
commercialtrucktrader.com,retail,2020,Kenworth,T680,Y5H709VAEGERM83HW,95695.77,761176,"Houston, TX",PACCAR MX13,6x4,Manual,18,200,False,Day Cab,,False,https://www.commercialtrucktrader.com/listing/78220633,,2025-11-29,2025-12-14,False,False,False,withdrawn,2025-11-29 04:00:00,2025-12-14 00:00:00
equipmentfacts.com,auction,2017,Freightliner,Cascadia,NVRNG5Z4K900ZXPD0,87418.47,1176390,"Indianapolis, IN",Detroit DD15,6x4,Automatic,10,234,True,Sleeper,"72""",True,https://www.equipmentfacts.com/listing/67939913,2025-04-19,2025-04-11,2025-04-24,False,False,False,ended,2025-04-11 13:00:00,2025-04-24 00:00:00
ritchiebros.com,auction,2014,Freightliner,Cascadia,JK71YFP3E9V4YE0P2,67258.11,1118020,"Phoenix, AZ",Cummins X15,6x4,Automatic,10,239,False,Sleeper,"80""",False,https://www.ritchiebros.com/listing/47191990,2026-04-01,2026-03-17,2026-04-08,False,False,False,ended,2026-03-17 07:00:00,2026-04-08 00:00:00
ritchiebros.com,auction,2019,Kenworth,T680,5GLHHNBX42MFSRTHY,119441.63,630114,"Salt Lake City, UT",Cummins X15,6x4,Automatic,12,217,True,Sleeper,"72""",False,https://www.ritchiebros.com/listing/36148083,2023-05-03,2023-03-21,2023-10-31,False,False,False,withdrawn,2023-03-21 06:00:00,2023-10-31 00:00:00
ritchiebros.com,auction,2015,Volvo,VNL760,LKF1D28M5D30HYK96,80893.17,817327,"Indianapolis, IN",Volvo D13,6x4,Automatic,12,248,True,Sleeper,"72""",False,https://www.ritchiebros.com/listing/49864115,2023-08-28,2023-08-10,2024-05-31,False,False,False,ended,2023-08-10 07:00:00,2024-05-31 00:00:00
ritchiebros.com,auction,2018,Volvo,VNL860,ECKLMLJJU8U7ELXL4,101642.4,745574,"Houston, TX",Volvo D13,6x4,Automatic,10,214,True,Sleeper,"60""",False,https://www.ritchiebros.com/listing/27785692,2026-02-01,2026-01-11,2026-02-23,False,False,False,ended,2026-01-11 06:00:00,2026-02-23 00:00:00
truckpaper.com,retail,2017,Kenworth,T880,TG1YJ714C5A95GFFZ,98495.59,778601,"Indianapolis, IN",PACCAR MX13,6x4,Automatic,10,204,False,Sleeper,"60""",False,https://www.truckpaper.com/listing/30855427,,2025-04-21,2025-05-10,False,False,False,ended,2025-04-21 19:00:00,2025-05-10 00:00:00
ritchiebros.com,auction,2022,Freightliner,Cascadia,K3AU3M0S8GFHAGMJW,141888.14,312704,"Phoenix, AZ",Detroit DD15,6x4,Automatic,10,203,False,Day Cab,,False,https://www.ritchiebros.com/listing/99880050,2025-03-05,2025-01-14,2025-03-17,False,False,False,withdrawn,2025-01-14 03:00:00,2025-03-17 00:00:00
ritchiebros.com,auction,2019,International,ProStar,GSH5ZCTTW8EK5FW44,125074.57,412060,"Houston, TX",MaxxForce 13,6x4,Manual,18,226,False,Sleeper,"86""",False,https://www.ritchiebros.com/listing/40139149,2024-09-08,2024-07-27,2025-03-10,False,False,False,ended,2024-07-27 06:00:00,2025-03-10 00:00:00
ritchiebros.com,auction,2018,Kenworth,T880,ZY64K84EPKGF018K9,115122.09,375081,"Phoenix, AZ",PACCAR MX13,6x4,Automatic,10,222,True,Sleeper,"72""",False,https://www.ritchiebros.com/listing/79894335,2023-06-18,2023-06-18,2023-07-11,False,False,False,ended,2023-06-18 09:00:00,2023-07-11 00:00:00
truckpaper.com,retail,2009,Mack,Anthem,606NYWSBGFLXP14CG,16263.31,1145853,"Fort Worth, TX",MP8,6x4,Automatic,12,199,False,Day Cab,,True,https://www.truckpaper.com/listing/41502972,,2025-07-31,2026-04-11,False,False,False,ended,2025-07-31 23:00:00,2026-04-11 00:00:00
